kd_sekolah	kurikulum	daerah_khusus	wilayah_bagian	jenis_wilayah	status_wilayah	proporsi_pendidik_min_s1	proporsi_pendidik_sertifikasi	jumlah_peserta_didik	jumlah_pendidik	rasio_pendidik_peserta_didik	jumlah_r_kelas	ketersediaan_internet	ketersediaan_listrik	jumlah_komp_milik	jumlah_perpus	jumlah_rombel	jumlah_siswa_rombel	jumlah_siswa_penerima_PIP	rasio_siswa_penerima_PIP	kd_siswa_an	Apakah kamu perempuan atau laki-laki?	Ada berapa keluarga yang tinggal bersama di rumahmu?	Apa jenjang sekolah tertinggi yang diselesaikan ayahmu?	Apa jenjang sekolah tertinggi yang diselesaikan ibumu?	Apa pekerjaan ayahmu?	Apa pekerjaan ibumu?	Kepemilikan Meja belajar di rumah	Kamar tidur untuk dirimu sendiri (tidak berbagi dengan saudara atau orang lain)	Tempat belajar yang tenang di rumah	Listrik dan lampu untuk belajar di rumah pada malam hari	Komputer, laptop, atau tablet yang bisa kamu pakai untuk keperluan belajar atau tugas sekolah	Kepemilikan perangkat lunak (software atau program komputer) pendidikan	Sambungan ke internet di rumah	Kepemilikan alat baca buku digital (seperti Kindle, Kobo, dll)	Kepemilikan buku-buku fiksi/sastra seperti novel, kumpulan cerpen, atau kumpulan puisi	Kepemilikan buku-buku tentang sains atau teknologi	Kepemilikan buku-buku tentang seni, musik, atau desain	Kepemilikan buku-buku tentang bahasa, termasuk kamus	Kepemilikan buku-buku yang bisa membantumu mengerjakan tugas-tugas sekolah	Kepemilikan televisi layar datar	Kepemilikan mobil	Kepemilikan Pendingin Ruangan (AC)	Kepemilikan telepon seluler (handphone) dengan akses internet (misal, smartphone)	Kepemilikan komputer tablet (Tab/iPad)	Kpemilikan karya-karya seni (misal: lukisan/patung seni)	kelas_nilai_AN
7100364	Kurikulum Merdeka	Tidak	Indonesia Timur	KABUPATEN	RURAL	96.551724137931	10.3448275862069	128.0	29.0	4.413793103448276	10.0	Ada	Ada	2.0	1.0	10.0	35.0	58.0	45.3125	7100364-223-24	Laki-laki	Keluargaku bersama tiga atau lebih keluarga lain	SMA/SMK	SMA/SMK	Anggota militer (TNI/tentara) atau polisi (Polri)	Anggota militer (TNI/tentara) atau polisi (Polri)	Ada	Ada	Ada	Ada	Ada	Ada	Ada	Ada	Kira-kira lebih dari 100 buku	Kira-kira lebih dari 100 buku	Kira-kira lebih dari 100 buku	Kira-kira lebih dari 100 buku	Kira-kira lebih dari 100 buku	Tiga atau lebih	Tiga atau lebih	Tiga atau lebih	Tiga atau lebih	Tiga atau lebih	Tiga atau lebih	rendah
7100364	Kurikulum Merdeka	Tidak	Indonesia Timur	KABUPATEN	RURAL	96.551724137931	10.3448275862069	128.0	29.0	4.413793103448276	10.0	Ada	Ada	2.0	1.0	10.0	35.0	58.0	45.3125	7100364-232-24	Laki-laki	Keluargaku bersama satu keluarga lain	SD	SD	Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)	Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)	Ada	Ada	Ada	Ada	Ada	Ada	Ada	Ada	Kira-kira 26-100 buku	Kira-kira 26-100 buku	Kira-kira 26-100 buku	Kira-kira 26-100 buku	Kira-kira 26-100 buku	Satu	Dua	Satu	Dua	Satu	Tiga atau lebih	rendah
7100364	Kurikulum Merdeka	Tidak	Indonesia Timur	KABUPATEN	RURAL	96.551724137931	10.3448275862069	128.0	29.0	4.413793103448276	10.0	Ada	Ada	2.0	1.0	10.0	35.0	58.0	45.3125	7100364-249-24	Laki-laki	Keluargaku bersama satu keluarga lain	SMA/SMK	SMA/SMK	Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)	Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)	Ada	Tidak ada	Tidak ada	Ada	Tidak ada	Tidak ada	Ada	Tidak ada	Tidak ada	Kira-kira 1-10 buku	Kira-kira 1-10 buku	Kira-kira 11-25 buku	Tidak ada	Tidak ada	Tidak ada	Tidak ada	Tidak ada	Tidak ada	Tidak ada	cukup
7100364	Kurikulum Merdeka	Tidak	Indonesia Timur	KABUPATEN	RURAL	96.551724137931	10.3448275862069	128.0	29.0	4.413793103448276	10.0	Ada	Ada	2.0	1.0	10.0	35.0	58.0	45.3125	7100364-258-24	Perempuan	Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja)	SMA/SMK	SMA/SMK	Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)	Tidak tahu.	Ada	Ada	Ada	Ada	Tidak ada	Tidak ada	Tidak ada	Ada	Kira-kira 1-10 buku	Tidak ada	Kira-kira 1-10 buku	Tidak ada	Kira-kira 1-10 buku	Satu	Tidak ada	Tidak ada	Tidak ada	Satu	Tidak ada	rendah
7100364	Kurikulum Merdeka	Tidak	Indonesia Timur	KABUPATEN	RURAL	96.551724137931	10.3448275862069	128.0	29.0	4.413793103448276	10.0	Ada	Ada	2.0	1.0	10.0	35.0	58.0	45.3125	7100364-267-24	Laki-laki	Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja)	SMA/SMK	SMA/SMK	Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)	Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)	Ada	Ada	Ada	Ada	Ada	Ada	Ada	Ada	Kira-kira 1-10 buku	Kira-kira 1-10 buku	Kira-kira 1-10 buku	Kira-kira 1-10 buku	Kira-kira 1-10 buku	Satu	Satu	Satu	Satu	Satu	Satu	rendah
7100364	Kurikulum Merdeka	Tidak	Indonesia Timur	KABUPATEN	RURAL	96.551724137931	10.3448275862069	128.0	29.0	4.413793103448276	10.0	Ada	Ada	2.0	1.0	10.0	35.0	58.0	45.3125	7100364-276-24	Laki-laki	Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja)	Tidak Tahu	Tidak Tahu	Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)	Buruh pabrik/tani/tambang, asisten/pembantu rumah tangga, pengemudi/sopir (termasuk taksi online), petugas keamanan, petugas kebersihan, dan karyawan usaha kecil (pelayan toko, mini market, dll)	Ada	Ada	Ada	Ada	Tidak ada	Ada	Ada	Tidak ada	Kira-kira lebih dari 100 buku	Kira-kira 11-25 buku	Kira-kira 26-100 buku	Tidak ada	Kira-kira 1-10 buku	Tidak ada	Tidak ada	Tidak ada	Satu	Tidak ada	Tidak ada	rendah
7100364	Kurikulum Merdeka	Tidak	Indonesia Timur	KABUPATEN	RURAL	96.551724137931	10.3448275862069	128.0	29.0	4.413793103448276	10.0	Ada	Ada	2.0	1.0	10.0	35.0	58.0	45.3125	7100364-285-24	Laki-laki	Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja)	SMA/SMK	SMA/SMK	Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)	Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)	Tidak ada	Ada	Ada	Ada	Tidak ada	Tidak ada	Tidak ada	Tidak ada	Tidak ada	Kira-kira 1-10 buku	Tidak ada	Tidak ada	Kira-kira 11-25 buku	Satu	Tidak ada	Tidak ada	Satu	Tidak ada	Tidak ada	cukup
7100364	Kurikulum Merdeka	Tidak	Indonesia Timur	KABUPATEN	RURAL	96.551724137931	10.3448275862069	128.0	29.0	4.413793103448276	10.0	Ada	Ada	2.0	1.0	10.0	35.0	58.0	45.3125	7100364-303-24	Perempuan	Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja)	SMA/SMK	SMA/SMK	Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)	Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)	Ada	Ada	Ada	Ada	Ada	Ada	Tidak ada	Tidak ada	Tidak ada	Tidak ada	Kira-kira 1-10 buku	Kira-kira 11-25 buku	Kira-kira 1-10 buku	Tidak ada	Tidak ada	Tidak ada	Tiga atau lebih	Tidak ada	Tidak ada	cukup
7100364	Kurikulum Merdeka	Tidak	Indonesia Timur	KABUPATEN	RURAL	96.551724137931	10.3448275862069	128.0	29.0	4.413793103448276	10.0	Ada	Ada	2.0	1.0	10.0	35.0	58.0	45.3125	7100364-312-24	Laki-laki	Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja)	Tidak Tahu	Master (S2)	Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)	Tidak tahu.	Tidak ada	Ada	Tidak ada	Tidak ada	Tidak ada	Tidak ada	Tidak ada	Tidak ada	Tidak ada	Tidak ada	Tidak ada	Tidak ada	Tidak ada	Tidak ada	Tidak ada	Tidak ada	Satu	Tidak ada	Tidak ada	cukup
7100364	Kurikulum Merdeka	Tidak	Indonesia Timur	KABUPATEN	RURAL	96.551724137931	10.3448275862069	128.0	29.0	4.413793103448276	10.0	Ada	Ada	2.0	1.0	10.0	35.0	58.0	45.3125	7100364-329-24	Laki-laki	Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja)	SMA/SMK	SMA/SMK	Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)	Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)	Ada	Ada	Ada	Ada	Ada	Ada	Ada	Ada	Kira-kira lebih dari 100 buku	Kira-kira lebih dari 100 buku	Kira-kira lebih dari 100 buku	Kira-kira lebih dari 100 buku	Kira-kira lebih dari 100 buku	Tiga atau lebih	Tiga atau lebih	Tiga atau lebih	Tiga atau lebih	Tiga atau lebih	Tiga atau lebih	rendah
7100364	Kurikulum Merdeka	Tidak	Indonesia Timur	KABUPATEN	RURAL	96.551724137931	10.3448275862069	128.0	29.0	4.413793103448276	10.0	Ada	Ada	2.0	1.0	10.0	35.0	58.0	45.3125	7100364-338-24	Laki-laki	Keluargaku bersama satu keluarga lain	SMA/SMK	SMA/SMK	Buruh pabrik/tani/tambang, asisten/pembantu rumah tangga, pengemudi/sopir (termasuk taksi online), petugas keamanan, petugas kebersihan, dan karyawan usaha kecil (pelayan toko, mini market, dll)	Tidak tahu.	Tidak ada	Ada	Tidak ada	Ada	Tidak ada	Tidak ada	Tidak ada	Ada	Kira-kira 1-10 buku	Tidak ada	Tidak ada	Kira-kira 1-10 buku	Tidak ada	Tidak ada	Tidak ada	Tidak ada	Tidak ada	Tidak ada	Tidak ada	rendah
7100364	Kurikulum Merdeka	Tidak	Indonesia Timur	KABUPATEN	RURAL	96.551724137931	10.3448275862069	128.0	29.0	4.413793103448276	10.0	Ada	Ada	2.0	1.0	10.0	35.0	58.0	45.3125	7100364-347-24	Laki-laki	Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja)	SMA/SMK	SMA/SMK	Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)	Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)	Ada	Ada	Ada	Ada	Ada	Ada	Ada	Ada	Kira-kira 1-10 buku	Kira-kira 1-10 buku	Kira-kira 1-10 buku	Kira-kira 1-10 buku	Kira-kira 1-10 buku	Satu	Tidak ada	Satu	Satu	Satu	Satu	cukup
7100365	Kurikulum Merdeka	Ya	Indonesia Timur	KABUPATEN	RURAL	90.0	5.0	95.0	20.0	4.75	3.0	Ada	Ada	0.0	1.0	3.0	30.0	15.0	15.7894736842105	7100365-018-24	Perempuan	Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja)	SMA/SMK	SD	Buruh pabrik/tani/tambang, asisten/pembantu rumah tangga, pengemudi/sopir (termasuk taksi online), petugas keamanan, petugas kebersihan, dan karyawan usaha kecil (pelayan toko, mini market, dll)	Buruh pabrik/tani/tambang, asisten/pembantu rumah tangga, pengemudi/sopir (termasuk taksi online), petugas keamanan, petugas kebersihan, dan karyawan usaha kecil (pelayan toko, mini market, dll)	Tidak ada	Ada	Ada	Ada	Tidak ada	Tidak ada	Ada	Tidak ada	Kira-kira 1-10 buku	Tidak ada	Tidak ada	Kira-kira 1-10 buku	Tidak ada	Satu	Tidak ada	Tidak ada	Tiga atau lebih	Tidak ada	Tidak ada	cukup
7100365	Kurikulum Merdeka	Ya	Indonesia Timur	KABUPATEN	RURAL	90.0	5.0	95.0	20.0	4.75	3.0	Ada	Ada	0.0	1.0	3.0	30.0	15.0	15.7894736842105	7100365-027-24	Laki-laki	Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja)	SMA/SMK	SMA/SMK	Pemilik usaha kecil (seperti pemilik toko kecil, bengkel, warung, pemilik rental mobil, dll.)	Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)	Ada	Tidak ada	Ada	Ada	Tidak ada	Tidak ada	Ada	Ada	Kira-kira 1-10 buku	Kira-kira 1-10 buku	Kira-kira 1-10 buku	Kira-kira 1-10 buku	Kira-kira 1-10 buku	Satu	Tidak ada	Tidak ada	Tiga atau lebih	Tidak ada	Tiga atau lebih	rendah
7100365	Kurikulum Merdeka	Ya	Indonesia Timur	KABUPATEN	RURAL	90.0	5.0	95.0	20.0	4.75	3.0	Ada	Ada	0.0	1.0	3.0	30.0	15.0	15.7894736842105	7100365-036-24	Perempuan	Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja)	SMA/SMK	Tidak Tahu	Tidak tahu.	Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)	Ada	Tidak ada	Ada	Ada	Tidak ada	Tidak ada	Tidak ada	Tidak ada	Kira-kira 1-10 buku	Kira-kira 1-10 buku	Kira-kira 1-10 buku	Tidak ada	Kira-kira 1-10 buku	Satu	Tidak ada	Tidak ada	Tidak ada	Tidak ada	Tidak ada	rendah
7100365	Kurikulum Merdeka	Ya	Indonesia Timur	KABUPATEN	RURAL	90.0	5.0	95.0	20.0	4.75	3.0	Ada	Ada	0.0	1.0	3.0	30.0	15.0	15.7894736842105	7100365-045-24	Perempuan	Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja)	SD	SMA/SMK	Tidak tahu.	Tidak tahu.	Ada	Ada	Ada	Ada	Tidak ada	Tidak ada	Tidak ada	Tidak ada	Kira-kira 1-10 buku	Tidak ada	Tidak ada	Tidak ada	Kira-kira 1-10 buku	Satu	Tidak ada	Tidak ada	Tidak ada	Tidak ada	Tidak ada	rendah
7100365	Kurikulum Merdeka	Ya	Indonesia Timur	KABUPATEN	RURAL	90.0	5.0	95.0	20.0	4.75	3.0	Ada	Ada	0.0	1.0	3.0	30.0	15.0	15.7894736842105	7100365-054-24	Perempuan	Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja)	SMP	SMA/SMK	Buruh pabrik/tani/tambang, asisten/pembantu rumah tangga, pengemudi/sopir (termasuk taksi online), petugas keamanan, petugas kebersihan, dan karyawan usaha kecil (pelayan toko, mini market, dll)	Buruh pabrik/tani/tambang, asisten/pembantu rumah tangga, pengemudi/sopir (termasuk taksi online), petugas keamanan, petugas kebersihan, dan karyawan usaha kecil (pelayan toko, mini market, dll)	Ada	Ada	Ada	Ada	Ada	Tidak ada	Ada	Ada	Kira-kira 1-10 buku	Kira-kira 1-10 buku	Kira-kira 1-10 buku	Kira-kira 1-10 buku	Kira-kira 1-10 buku	Satu	Tidak ada	Tidak ada	Dua	Tidak ada	Tidak ada	rendah
7100365	Kurikulum Merdeka	Ya	Indonesia Timur	KABUPATEN	RURAL	90.0	5.0	95.0	20.0	4.75	3.0	Ada	Ada	0.0	1.0	3.0	30.0	15.0	15.7894736842105	7100365-063-24	Laki-laki	Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja)	SMA/SMK	SMA/SMK	Tidak tahu.	Tidak tahu.	Ada	Ada	Ada	Ada	Tidak ada	Tidak ada	Ada	Tidak ada	Kira-kira 1-10 buku	Tidak ada	Kira-kira 1-10 buku	Kira-kira 1-10 buku	Kira-kira 1-10 buku	Satu	Tidak ada	Tidak ada	Tidak ada	Tidak ada	Tidak ada	cukup
7100365	Kurikulum Merdeka	Ya	Indonesia Timur	KABUPATEN	RURAL	90.0	5.0	95.0	20.0	4.75	3.0	Ada	Ada	0.0	1.0	3.0	30.0	15.0	15.7894736842105	7100365-072-24	Laki-laki	Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja)	SMP	SMP	Pemilik usaha kecil (seperti pemilik toko kecil, bengkel, warung, pemilik rental mobil, dll.)	Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)	Ada	Ada	Ada	Ada	Tidak ada	Tidak ada	Ada	Tidak ada	Kira-kira 1-10 buku	Kira-kira 1-10 buku	Kira-kira 1-10 buku	Kira-kira 1-10 buku	Kira-kira 1-10 buku	Tidak ada	Tidak ada	Tidak ada	Tidak ada	Tidak ada	Tidak ada	rendah
7100365	Kurikulum Merdeka	Ya	Indonesia Timur	KABUPATEN	RURAL	90.0	5.0	95.0	20.0	4.75	3.0	Ada	Ada	0.0	1.0	3.0	30.0	15.0	15.7894736842105	7100365-107-24	Laki-laki	Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja)	SMP	SD	Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)	Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)	Tidak ada	Tidak ada	Ada	Ada	Tidak ada	Tidak ada	Ada	Ada	Kira-kira 1-10 buku	Kira-kira 11-25 buku	Kira-kira 1-10 buku	Kira-kira 11-25 buku	Kira-kira 1-10 buku	Tidak ada	Tidak ada	Tidak ada	Satu	Tidak ada	Tidak ada	rendah
