,kd_sekolah,kurikulum,daerah_khusus,wilayah_bagian,jenis_wilayah,status_wilayah,proporsi_pendidik_min_s1,proporsi_pendidik_sertifikasi,jumlah_peserta_didik,jumlah_pendidik,rasio_pendidik_peserta_didik,jumlah_r_kelas,ketersediaan_internet,ketersediaan_listrik,jumlah_komp_milik,jumlah_perpus,jumlah_rombel,jumlah_siswa_rombel,jumlah_siswa_penerima_PIP,rasio_siswa_penerima_PIP,kd_siswa_an,Apakah kamu perempuan atau laki-laki?,Ada berapa keluarga yang tinggal bersama di rumahmu?,Apa jenjang sekolah tertinggi yang diselesaikan ayahmu?,Apa jenjang sekolah tertinggi yang diselesaikan ibumu?,Apa pekerjaan ayahmu?,Apa pekerjaan ibumu?,Kepemilikan Meja belajar di rumah,Kamar tidur untuk dirimu sendiri (tidak berbagi dengan saudara atau orang lain),Tempat belajar yang tenang di rumah,Listrik dan lampu untuk belajar di rumah pada malam hari,"Komputer, laptop, atau tablet yang bisa kamu pakai untuk keperluan belajar atau tugas sekolah",Kepemilikan perangkat lunak (software atau program komputer) pendidikan,Sambungan ke internet di rumah,"Kepemilikan alat baca buku digital (seperti Kindle, Kobo, dll)","Kepemilikan buku-buku fiksi/sastra seperti novel, kumpulan cerpen, atau kumpulan puisi",Kepemilikan buku-buku tentang sains atau teknologi,"Kepemilikan buku-buku tentang seni, musik, atau desain","Kepemilikan buku-buku tentang bahasa, termasuk kamus",Kepemilikan buku-buku yang bisa membantumu mengerjakan tugas-tugas sekolah,Kepemilikan televisi layar datar,Kepemilikan mobil,Kepemilikan Pendingin Ruangan (AC),"Kepemilikan telepon seluler (handphone) dengan akses internet (misal, smartphone)",Kepemilikan komputer tablet (Tab/iPad),Kpemilikan karya-karya seni (misal: lukisan/patung seni),kelas_nilai_AN
2515,8500067,Kurikulum 2013,Tidak,Indonesia Timur,KABUPATEN,URBAN,100.0,0.0,94.0,5.0,18.8,8.0,Ada,Ada,0.0,0.0,8.0,13.0,6.0,6.38297872340426,8500067-018-24,Laki-laki,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SD,SD,"Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Tidak ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Satu,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,rendah
2516,8500067,Kurikulum 2013,Tidak,Indonesia Timur,KABUPATEN,URBAN,100.0,0.0,94.0,5.0,18.8,8.0,Ada,Ada,0.0,0.0,8.0,13.0,6.0,6.38297872340426,8500067-027-24,Laki-laki,Keluargaku bersama tiga atau lebih keluarga lain,Tidak Tahu,Tidak Tahu,"Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 11-25 buku,Kira-kira 1-10 buku,Tidak ada,Kira-kira 11-25 buku,Kira-kira lebih dari 100 buku,Satu,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tiga atau lebih,rendah
2518,8500067,Kurikulum 2013,Tidak,Indonesia Timur,KABUPATEN,URBAN,100.0,0.0,94.0,5.0,18.8,8.0,Ada,Ada,0.0,0.0,8.0,13.0,6.0,6.38297872340426,8500067-045-24,Laki-laki,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMA/SMK,SMA/SMK,"Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Tidak ada,Ada,Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,cukup
2519,8500067,Kurikulum 2013,Tidak,Indonesia Timur,KABUPATEN,URBAN,100.0,0.0,94.0,5.0,18.8,8.0,Ada,Ada,0.0,0.0,8.0,13.0,6.0,6.38297872340426,8500067-054-24,Laki-laki,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMA/SMK,SMP,"Buruh pabrik/tani/tambang, asisten/pembantu rumah tangga, pengemudi/sopir (termasuk taksi online), petugas keamanan, petugas kebersihan, dan karyawan usaha kecil (pelayan toko, mini market, dll)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Tidak ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Satu,Tidak ada,Tidak ada,Tiga atau lebih,Tidak ada,Tidak ada,rendah
2521,8500067,Kurikulum 2013,Tidak,Indonesia Timur,KABUPATEN,URBAN,100.0,0.0,94.0,5.0,18.8,8.0,Ada,Ada,0.0,0.0,8.0,13.0,6.0,6.38297872340426,8500067-072-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SD,SD,"Buruh pabrik/tani/tambang, asisten/pembantu rumah tangga, pengemudi/sopir (termasuk taksi online), petugas keamanan, petugas kebersihan, dan karyawan usaha kecil (pelayan toko, mini market, dll)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Tidak ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Satu,Tidak ada,Tidak ada,Dua,Tidak ada,Tidak ada,cukup
2524,8500067,Kurikulum 2013,Tidak,Indonesia Timur,KABUPATEN,URBAN,100.0,0.0,94.0,5.0,18.8,8.0,Ada,Ada,0.0,0.0,8.0,13.0,6.0,6.38297872340426,8500067-107-24,Laki-laki,Keluargaku bersama dua keluarga lain,SD,SD,"Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Satu,Tidak ada,Tidak ada,Dua,Tidak ada,Tidak ada,rendah
2528,8500067,Kurikulum 2013,Tidak,Indonesia Timur,KABUPATEN,URBAN,100.0,0.0,94.0,5.0,18.8,8.0,Ada,Ada,0.0,0.0,8.0,13.0,6.0,6.38297872340426,8500067-143-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMA/SMK,SMP,"Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Tidak tahu.,Tidak ada,Tidak ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Tidak ada,Tidak ada,Tidak ada,Satu,Tidak ada,Tidak ada,cukup
2529,8500067,Kurikulum 2013,Tidak,Indonesia Timur,KABUPATEN,URBAN,100.0,0.0,94.0,5.0,18.8,8.0,Ada,Ada,0.0,0.0,8.0,13.0,6.0,6.38297872340426,8500067-152-24,Laki-laki,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SD,SD,"Buruh pabrik/tani/tambang, asisten/pembantu rumah tangga, pengemudi/sopir (termasuk taksi online), petugas keamanan, petugas kebersihan, dan karyawan usaha kecil (pelayan toko, mini market, dll)","Buruh pabrik/tani/tambang, asisten/pembantu rumah tangga, pengemudi/sopir (termasuk taksi online), petugas keamanan, petugas kebersihan, dan karyawan usaha kecil (pelayan toko, mini market, dll)",Tidak ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Satu,Tidak ada,Tidak ada,Dua,Tidak ada,Tidak ada,cukup
2533,8500067,Kurikulum 2013,Tidak,Indonesia Timur,KABUPATEN,URBAN,100.0,0.0,94.0,5.0,18.8,8.0,Ada,Ada,0.0,0.0,8.0,13.0,6.0,6.38297872340426,8500067-196-24,Perempuan,Keluargaku bersama dua keluarga lain,SMP,SD,"Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,cukup
2534,8500067,Kurikulum 2013,Tidak,Indonesia Timur,KABUPATEN,URBAN,100.0,0.0,94.0,5.0,18.8,8.0,Ada,Ada,0.0,0.0,8.0,13.0,6.0,6.38297872340426,8500067-205-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SD,SD,"Buruh pabrik/tani/tambang, asisten/pembantu rumah tangga, pengemudi/sopir (termasuk taksi online), petugas keamanan, petugas kebersihan, dan karyawan usaha kecil (pelayan toko, mini market, dll)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Tidak ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Tidak ada,Kira-kira 1-10 buku,Satu,Tidak ada,Tidak ada,Satu,Tidak ada,Tidak ada,rendah
2535,8500059,Kurikulum 2013,Tidak,Indonesia Timur,KABUPATEN,RURAL,100.0,0.0,247.0,2.0,123.5,3.0,Ada,Ada,0.0,0.0,9.0,3.0,8.0,3.23886639676113,8500059-018-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),Tidak Tahu,SMA/SMK,"Anggota legislatif (DPR atau DPRD) atau pemimpin pemerintah (seperti gubernur, walikota, bupati)",Anggota militer (TNI/tentara) atau polisi (Polri),Tidak ada,Tidak ada,Tidak ada,Tidak ada,Ada,Tidak ada,Ada,Ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 11-25 buku,Kira-kira 26-100 buku,Kira-kira 11-25 buku,Tidak ada,Satu,Dua,Tiga atau lebih,Tiga atau lebih,Tiga atau lebih,cukup
2537,8500059,Kurikulum 2013,Tidak,Indonesia Timur,KABUPATEN,RURAL,100.0,0.0,247.0,2.0,123.5,3.0,Ada,Ada,0.0,0.0,9.0,3.0,8.0,3.23886639676113,8500059-036-24,Laki-laki,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SD,SD,"Pensiunan dari karyawan pemerintah, perusahaan swasta, militer, atau polisi","Pensiunan dari karyawan pemerintah, perusahaan swasta, militer, atau polisi",Tidak ada,Ada,Tidak ada,Ada,Tidak ada,Ada,Tidak ada,Ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 26-100 buku,Kira-kira 11-25 buku,Kira-kira 1-10 buku,Tidak ada,Satu,Tidak ada,Dua,Satu,Tiga atau lebih,rendah
2538,8500059,Kurikulum 2013,Tidak,Indonesia Timur,KABUPATEN,RURAL,100.0,0.0,247.0,2.0,123.5,3.0,Ada,Ada,0.0,0.0,9.0,3.0,8.0,3.23886639676113,8500059-045-24,Laki-laki,Keluargaku bersama satu keluarga lain,SMP,SMA/SMK,Perwira militer (TNI/tentara) atau polisi (Polri),Anggota militer (TNI/tentara) atau polisi (Polri),Tidak ada,Ada,Tidak ada,Ada,Tidak ada,Ada,Tidak ada,Ada,Kira-kira 1-10 buku,Tidak ada,Kira-kira 1-10 buku,Kira-kira 11-25 buku,Kira-kira 26-100 buku,Tidak ada,Satu,Tidak ada,Satu,Tidak ada,Tiga atau lebih,rendah
2539,8500059,Kurikulum 2013,Tidak,Indonesia Timur,KABUPATEN,RURAL,100.0,0.0,247.0,2.0,123.5,3.0,Ada,Ada,0.0,0.0,9.0,3.0,8.0,3.23886639676113,8500059-054-24,Laki-laki,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SD,SMP,"Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)","Manajer atau pemimpin/kepala/pejabat di kantor pemerintah, perusahaan BUMN, atau perusahaan swasta.",Tidak ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 11-25 buku,Kira-kira 26-100 buku,Kira-kira lebih dari 100 buku,Tidak ada,Satu,Dua,Tiga atau lebih,Tiga atau lebih,Tiga atau lebih,cukup
11703,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-018-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMA/SMK,SMP,"Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Tidak ada,Ada,Tidak ada,Ada,Ada,Ada,Ada,Kira-kira 11-25 buku,Kira-kira 11-25 buku,Kira-kira 11-25 buku,Kira-kira 11-25 buku,Kira-kira 11-25 buku,Satu,Tidak ada,Tidak ada,Tiga atau lebih,Satu,Satu,cukup
11704,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-027-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SD,SMA/SMK,"Pemilik usaha kecil (seperti pemilik toko kecil, bengkel, warung, pemilik rental mobil, dll.)","Pemilik usaha kecil (seperti pemilik toko kecil, bengkel, warung, pemilik rental mobil, dll.)",Tidak ada,Ada,Ada,Tidak ada,Ada,Tidak ada,Ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Tidak ada,Kira-kira 1-10 buku,Tidak ada,Tidak ada,Satu,Tidak ada,Satu,Tidak ada,Satu,cukup
11705,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-036-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),Sarjana (S1),Tidak Tahu,"Pemilik usaha kecil (seperti pemilik toko kecil, bengkel, warung, pemilik rental mobil, dll.)","Pemilik usaha kecil (seperti pemilik toko kecil, bengkel, warung, pemilik rental mobil, dll.)",Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira lebih dari 100 buku,Satu,Tidak ada,Tidak ada,Satu,Tidak ada,Tidak ada,rendah
11707,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-054-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SD,SD,Tidak tahu.,"Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Ada,Ada,Ada,Ada,Ada,Ada,Ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 11-25 buku,Kira-kira 11-25 buku,Kira-kira 26-100 buku,Satu,Tidak ada,Tidak ada,Satu,Tidak ada,Satu,rendah
11708,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-063-24,Perempuan,Keluargaku bersama satu keluarga lain,Tidak Tahu,"Diploma (D1, D2, atau D3)","Pemilik usaha kecil (seperti pemilik toko kecil, bengkel, warung, pemilik rental mobil, dll.)","Pekerja administratif (seperti sekretaris, tata usaha, receptionist, front office, costumer service) di kantor pemerintah (termasuk PNS), di perusahaan BUMN, dan di perusahaan swasta.",Ada,Ada,Ada,Ada,Ada,Ada,Ada,Tidak ada,Kira-kira 26-100 buku,Kira-kira 1-10 buku,Tidak ada,Kira-kira 11-25 buku,Kira-kira 26-100 buku,Dua,Tidak ada,Dua,Tiga atau lebih,Satu,Satu,cukup
11710,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-089-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMP,SD,"Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)","Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)",Ada,Ada,Ada,Ada,Tidak ada,Ada,Ada,Tidak ada,Kira-kira 11-25 buku,Kira-kira 1-10 buku,Kira-kira 11-25 buku,Kira-kira 26-100 buku,Kira-kira lebih dari 100 buku,Dua,Tidak ada,Tidak ada,Tiga atau lebih,Tidak ada,Satu,cukup
11711,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-098-24,Perempuan,Keluargaku bersama satu keluarga lain,SD,SD,"Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Tidak ada,Tidak ada,Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Satu,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,cukup
11712,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-107-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMP,SMA/SMK,Tidak tahu.,Tidak tahu.,Ada,Tidak ada,Ada,Ada,Tidak ada,Tidak ada,Ada,Tidak ada,Kira-kira 1-10 buku,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 11-25 buku,Satu,Tidak ada,Satu,Tiga atau lebih,Tidak ada,Tidak ada,cukup
11714,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-125-24,Laki-laki,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),Tidak Tahu,Tidak Tahu,"Pemilik usaha kecil (seperti pemilik toko kecil, bengkel, warung, pemilik rental mobil, dll.)","Pemilik usaha kecil (seperti pemilik toko kecil, bengkel, warung, pemilik rental mobil, dll.)",Tidak ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Ada,Tidak ada,Kira-kira 1-10 buku,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 11-25 buku,Satu,Tidak ada,Tidak ada,Dua,Tidak ada,Tidak ada,cukup
11715,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-134-24,Perempuan,Keluargaku bersama satu keluarga lain,SMA/SMK,SMA/SMK,"Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Ada,Ada,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,rendah
11716,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-143-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMP,SMP,Tidak tahu.,"Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Ada,Ada,Ada,Ada,Ada,Ada,Ada,Kira-kira 1-10 buku,Kira-kira 11-25 buku,Kira-kira 26-100 buku,Kira-kira 26-100 buku,Kira-kira 1-10 buku,Tidak ada,Tidak ada,Satu,Satu,Satu,Satu,cukup
11717,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-152-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),Tidak Tahu,Tidak Tahu,Tidak tahu.,Tidak tahu.,Ada,Ada,Ada,Ada,Ada,Ada,Ada,Tidak ada,Kira-kira 11-25 buku,Kira-kira 1-10 buku,Kira-kira 11-25 buku,Kira-kira 11-25 buku,Kira-kira 26-100 buku,Satu,Tidak ada,Tidak ada,Tiga atau lebih,Tiga atau lebih,Tiga atau lebih,cukup
11718,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-169-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMA/SMK,"Diploma (D1, D2, atau D3)","Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)","Pekerja administratif (seperti sekretaris, tata usaha, receptionist, front office, costumer service) di kantor pemerintah (termasuk PNS), di perusahaan BUMN, dan di perusahaan swasta.",Ada,Ada,Ada,Ada,Ada,Ada,Ada,Ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 11-25 buku,Kira-kira 1-10 buku,Satu,Satu,Satu,Satu,Satu,Tidak ada,rendah
11719,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-178-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMA/SMK,SMA/SMK,"Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Tidak ada,Tidak ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Satu,Tidak ada,Tidak ada,cukup
11720,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-187-24,Perempuan,Keluargaku bersama satu keluarga lain,SMA/SMK,SMA/SMK,"Pemilik usaha kecil (seperti pemilik toko kecil, bengkel, warung, pemilik rental mobil, dll.)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Ada,Tidak ada,Kira-kira 1-10 buku,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Tiga atau lebih,Tidak ada,Tidak ada,Satu,Tidak ada,Tidak ada,cukup
11721,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-196-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMA/SMK,SMA/SMK,"Pensiunan dari karyawan pemerintah, perusahaan swasta, militer, atau polisi","Pensiunan dari karyawan pemerintah, perusahaan swasta, militer, atau polisi",Ada,Tidak ada,Ada,Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Tidak ada,Tiga atau lebih,Tidak ada,Satu,Tidak ada,Tidak ada,rendah
11722,7100368,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,85.7142857142857,14.2857142857143,270.0,7.0,38.57142857142857,9.0,Ada,Ada,2.0,1.0,7.0,77.0,100.0,37.037037037037,7100368-205-24,Perempuan,Keluargaku bersama satu keluarga lain,SMA/SMK,SMA/SMK,"Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)","Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)",Ada,Tidak ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Tidak ada,Tidak ada,Tidak ada,Tiga atau lebih,Tidak ada,Satu,cukup
