,kd_sekolah,kurikulum,daerah_khusus,wilayah_bagian,jenis_wilayah,status_wilayah,proporsi_pendidik_min_s1,proporsi_pendidik_sertifikasi,jumlah_peserta_didik,jumlah_pendidik,rasio_pendidik_peserta_didik,jumlah_r_kelas,ketersediaan_internet,ketersediaan_listrik,jumlah_komp_milik,jumlah_perpus,jumlah_rombel,jumlah_siswa_rombel,jumlah_siswa_penerima_PIP,rasio_siswa_penerima_PIP,kd_siswa_an,Apakah kamu perempuan atau laki-laki?,Ada berapa keluarga yang tinggal bersama di rumahmu?,Apa jenjang sekolah tertinggi yang diselesaikan ayahmu?,Apa jenjang sekolah tertinggi yang diselesaikan ibumu?,Apa pekerjaan ayahmu?,Apa pekerjaan ibumu?,Kepemilikan Meja belajar di rumah,Kamar tidur untuk dirimu sendiri (tidak berbagi dengan saudara atau orang lain),Tempat belajar yang tenang di rumah,Listrik dan lampu untuk belajar di rumah pada malam hari,"Komputer, laptop, atau tablet yang bisa kamu pakai untuk keperluan belajar atau tugas sekolah",Kepemilikan perangkat lunak (software atau program komputer) pendidikan,Sambungan ke internet di rumah,"Kepemilikan alat baca buku digital (seperti Kindle, Kobo, dll)","Kepemilikan buku-buku fiksi/sastra seperti novel, kumpulan cerpen, atau kumpulan puisi",Kepemilikan buku-buku tentang sains atau teknologi,"Kepemilikan buku-buku tentang seni, musik, atau desain","Kepemilikan buku-buku tentang bahasa, termasuk kamus",Kepemilikan buku-buku yang bisa membantumu mengerjakan tugas-tugas sekolah,Kepemilikan televisi layar datar,Kepemilikan mobil,Kepemilikan Pendingin Ruangan (AC),"Kepemilikan telepon seluler (handphone) dengan akses internet (misal, smartphone)",Kepemilikan komputer tablet (Tab/iPad),Kpemilikan karya-karya seni (misal: lukisan/patung seni),kelas_nilai_AN
11803,7100365,Kurikulum Merdeka,Ya,Indonesia Timur,KABUPATEN,RURAL,90.0,5.0,95.0,20.0,4.75,3.0,Ada,Ada,0.0,1.0,3.0,30.0,15.0,15.7894736842105,7100365-018-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMA/SMK,SD,"Buruh pabrik/tani/tambang, asisten/pembantu rumah tangga, pengemudi/sopir (termasuk taksi online), petugas keamanan, petugas kebersihan, dan karyawan usaha kecil (pelayan toko, mini market, dll)","Buruh pabrik/tani/tambang, asisten/pembantu rumah tangga, pengemudi/sopir (termasuk taksi online), petugas keamanan, petugas kebersihan, dan karyawan usaha kecil (pelayan toko, mini market, dll)",Tidak ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Ada,Tidak ada,Kira-kira 1-10 buku,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Tidak ada,Satu,Tidak ada,Tidak ada,Tiga atau lebih,Tidak ada,Tidak ada,cukup
11804,7100365,Kurikulum Merdeka,Ya,Indonesia Timur,KABUPATEN,RURAL,90.0,5.0,95.0,20.0,4.75,3.0,Ada,Ada,0.0,1.0,3.0,30.0,15.0,15.7894736842105,7100365-027-24,Laki-laki,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMA/SMK,SMA/SMK,"Pemilik usaha kecil (seperti pemilik toko kecil, bengkel, warung, pemilik rental mobil, dll.)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Tidak ada,Ada,Ada,Tidak ada,Tidak ada,Ada,Ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Satu,Tidak ada,Tidak ada,Tiga atau lebih,Tidak ada,Tiga atau lebih,rendah
11805,7100365,Kurikulum Merdeka,Ya,Indonesia Timur,KABUPATEN,RURAL,90.0,5.0,95.0,20.0,4.75,3.0,Ada,Ada,0.0,1.0,3.0,30.0,15.0,15.7894736842105,7100365-036-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMA/SMK,Tidak Tahu,Tidak tahu.,"Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Tidak ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Tidak ada,Kira-kira 1-10 buku,Satu,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,rendah
11806,7100365,Kurikulum Merdeka,Ya,Indonesia Timur,KABUPATEN,RURAL,90.0,5.0,95.0,20.0,4.75,3.0,Ada,Ada,0.0,1.0,3.0,30.0,15.0,15.7894736842105,7100365-045-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SD,SMA/SMK,Tidak tahu.,Tidak tahu.,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Satu,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,rendah
11807,7100365,Kurikulum Merdeka,Ya,Indonesia Timur,KABUPATEN,RURAL,90.0,5.0,95.0,20.0,4.75,3.0,Ada,Ada,0.0,1.0,3.0,30.0,15.0,15.7894736842105,7100365-054-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMP,SMA/SMK,"Buruh pabrik/tani/tambang, asisten/pembantu rumah tangga, pengemudi/sopir (termasuk taksi online), petugas keamanan, petugas kebersihan, dan karyawan usaha kecil (pelayan toko, mini market, dll)","Buruh pabrik/tani/tambang, asisten/pembantu rumah tangga, pengemudi/sopir (termasuk taksi online), petugas keamanan, petugas kebersihan, dan karyawan usaha kecil (pelayan toko, mini market, dll)",Ada,Ada,Ada,Ada,Ada,Tidak ada,Ada,Ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Satu,Tidak ada,Tidak ada,Dua,Tidak ada,Tidak ada,rendah
11808,7100365,Kurikulum Merdeka,Ya,Indonesia Timur,KABUPATEN,RURAL,90.0,5.0,95.0,20.0,4.75,3.0,Ada,Ada,0.0,1.0,3.0,30.0,15.0,15.7894736842105,7100365-063-24,Laki-laki,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMA/SMK,SMA/SMK,Tidak tahu.,Tidak tahu.,Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Ada,Tidak ada,Kira-kira 1-10 buku,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Satu,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,cukup
11809,7100365,Kurikulum Merdeka,Ya,Indonesia Timur,KABUPATEN,RURAL,90.0,5.0,95.0,20.0,4.75,3.0,Ada,Ada,0.0,1.0,3.0,30.0,15.0,15.7894736842105,7100365-072-24,Laki-laki,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMP,SMP,"Pemilik usaha kecil (seperti pemilik toko kecil, bengkel, warung, pemilik rental mobil, dll.)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,rendah
11812,7100365,Kurikulum Merdeka,Ya,Indonesia Timur,KABUPATEN,RURAL,90.0,5.0,95.0,20.0,4.75,3.0,Ada,Ada,0.0,1.0,3.0,30.0,15.0,15.7894736842105,7100365-107-24,Laki-laki,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMP,SD,"Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Tidak ada,Tidak ada,Ada,Ada,Tidak ada,Tidak ada,Ada,Ada,Kira-kira 1-10 buku,Kira-kira 11-25 buku,Kira-kira 1-10 buku,Kira-kira 11-25 buku,Kira-kira 1-10 buku,Tidak ada,Tidak ada,Tidak ada,Satu,Tidak ada,Tidak ada,rendah
11813,7100365,Kurikulum Merdeka,Ya,Indonesia Timur,KABUPATEN,RURAL,90.0,5.0,95.0,20.0,4.75,3.0,Ada,Ada,0.0,1.0,3.0,30.0,15.0,15.7894736842105,7100365-116-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SD,SMA/SMK,"Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Ada,Ada,Ada,Ada,Tidak ada,Ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Satu,Tidak ada,Tidak ada,Satu,Satu,Tidak ada,cukup
11814,7100365,Kurikulum Merdeka,Ya,Indonesia Timur,KABUPATEN,RURAL,90.0,5.0,95.0,20.0,4.75,3.0,Ada,Ada,0.0,1.0,3.0,30.0,15.0,15.7894736842105,7100365-125-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMA/SMK,SMP,"Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)","Pekerja administratif (seperti sekretaris, tata usaha, receptionist, front office, costumer service) di kantor pemerintah (termasuk PNS), di perusahaan BUMN, dan di perusahaan swasta.",Ada,Tidak ada,Ada,Ada,Tidak ada,Ada,Ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Tidak ada,Kira-kira 1-10 buku,Tidak ada,Tidak ada,Tidak ada,Satu,Tidak ada,Tiga atau lebih,cukup
11815,7100365,Kurikulum Merdeka,Ya,Indonesia Timur,KABUPATEN,RURAL,90.0,5.0,95.0,20.0,4.75,3.0,Ada,Ada,0.0,1.0,3.0,30.0,15.0,15.7894736842105,7100365-134-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SD,SD,"Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)",Tidak tahu.,Ada,Tidak ada,Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Satu,Tidak ada,Tidak ada,Satu,Tidak ada,Tidak ada,cukup
11816,7100365,Kurikulum Merdeka,Ya,Indonesia Timur,KABUPATEN,RURAL,90.0,5.0,95.0,20.0,4.75,3.0,Ada,Ada,0.0,1.0,3.0,30.0,15.0,15.7894736842105,7100365-143-24,Laki-laki,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SD,SMA/SMK,"Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)","Buruh pabrik/tani/tambang, asisten/pembantu rumah tangga, pengemudi/sopir (termasuk taksi online), petugas keamanan, petugas kebersihan, dan karyawan usaha kecil (pelayan toko, mini market, dll)",Tidak ada,Tidak ada,Tidak ada,Ada,Tidak ada,Tidak ada,Ada,Ada,Kira-kira 1-10 buku,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Satu,Tidak ada,Tidak ada,Tiga atau lebih,Tidak ada,Tidak ada,cukup
11817,7100365,Kurikulum Merdeka,Ya,Indonesia Timur,KABUPATEN,RURAL,90.0,5.0,95.0,20.0,4.75,3.0,Ada,Ada,0.0,1.0,3.0,30.0,15.0,15.7894736842105,7100365-152-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMA/SMK,SMP,"Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)","Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)",Ada,Tidak ada,Ada,Ada,Tidak ada,Ada,Ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Satu,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Satu,cukup
11819,7100365,Kurikulum Merdeka,Ya,Indonesia Timur,KABUPATEN,RURAL,90.0,5.0,95.0,20.0,4.75,3.0,Ada,Ada,0.0,1.0,3.0,30.0,15.0,15.7894736842105,7100365-178-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMA/SMK,SMA/SMK,"Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)","Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)",Ada,Ada,Tidak ada,Ada,Ada,Tidak ada,Ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Satu,Tidak ada,Tidak ada,Satu,Tidak ada,Tidak ada,cukup
11821,7100365,Kurikulum Merdeka,Ya,Indonesia Timur,KABUPATEN,RURAL,90.0,5.0,95.0,20.0,4.75,3.0,Ada,Ada,0.0,1.0,3.0,30.0,15.0,15.7894736842105,7100365-196-24,Laki-laki,Keluargaku bersama satu keluarga lain,SMA/SMK,SD,"Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)","Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)",Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Satu,Tidak ada,Tidak ada,Satu,Tidak ada,Tidak ada,cukup
11822,7100365,Kurikulum Merdeka,Ya,Indonesia Timur,KABUPATEN,RURAL,90.0,5.0,95.0,20.0,4.75,3.0,Ada,Ada,0.0,1.0,3.0,30.0,15.0,15.7894736842105,7100365-205-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SD,Tidak Tahu,"Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Tidak ada,Ada,Tidak ada,Ada,Tidak ada,Tidak ada,Ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Satu,Tidak ada,Tidak ada,cukup
11823,7100365,Kurikulum Merdeka,Ya,Indonesia Timur,KABUPATEN,RURAL,90.0,5.0,95.0,20.0,4.75,3.0,Ada,Ada,0.0,1.0,3.0,30.0,15.0,15.7894736842105,7100365-214-24,Laki-laki,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SD,SMP,"Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Tidak ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Tidak ada,Satu,Tidak ada,Tidak ada,Satu,Tidak ada,Tiga atau lebih,cukup
11824,7100365,Kurikulum Merdeka,Ya,Indonesia Timur,KABUPATEN,RURAL,90.0,5.0,95.0,20.0,4.75,3.0,Ada,Ada,0.0,1.0,3.0,30.0,15.0,15.7894736842105,7100365-223-24,Laki-laki,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),Tidak Tahu,SMA/SMK,Tidak tahu.,Tidak tahu.,Ada,Tidak ada,Ada,Ada,Tidak ada,Ada,Ada,Ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Satu,Tidak ada,Tidak ada,Satu,Tidak ada,Tidak ada,rendah
11825,7100365,Kurikulum Merdeka,Ya,Indonesia Timur,KABUPATEN,RURAL,90.0,5.0,95.0,20.0,4.75,3.0,Ada,Ada,0.0,1.0,3.0,30.0,15.0,15.7894736842105,7100365-232-24,Laki-laki,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SD,SD,"Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)","Pemilik usaha kecil (seperti pemilik toko kecil, bengkel, warung, pemilik rental mobil, dll.)",Ada,Ada,Tidak ada,Ada,Tidak ada,Tidak ada,Ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 11-25 buku,Kira-kira 1-10 buku,Kira-kira 11-25 buku,Kira-kira 11-25 buku,Tidak ada,Tidak ada,Tidak ada,Satu,Satu,Satu,cukup
11826,7100365,Kurikulum Merdeka,Ya,Indonesia Timur,KABUPATEN,RURAL,90.0,5.0,95.0,20.0,4.75,3.0,Ada,Ada,0.0,1.0,3.0,30.0,15.0,15.7894736842105,7100365-249-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMA/SMK,SMP,"Tenaga pemasaran (seperti sales, marketing)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Tidak ada,Ada,Ada,Tidak ada,Tidak ada,Ada,Tidak ada,Kira-kira 1-10 buku,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Satu,Tidak ada,Dua,Tidak ada,Tidak ada,Tidak ada,cukup
11827,7100365,Kurikulum Merdeka,Ya,Indonesia Timur,KABUPATEN,RURAL,90.0,5.0,95.0,20.0,4.75,3.0,Ada,Ada,0.0,1.0,3.0,30.0,15.0,15.7894736842105,7100365-258-24,Laki-laki,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SD,SMA/SMK,"Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)","Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)",Ada,Tidak ada,Tidak ada,Ada,Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,cukup
11828,7100365,Kurikulum Merdeka,Ya,Indonesia Timur,KABUPATEN,RURAL,90.0,5.0,95.0,20.0,4.75,3.0,Ada,Ada,0.0,1.0,3.0,30.0,15.0,15.7894736842105,7100365-267-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMA/SMK,SMA/SMK,"Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)","Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)",Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Satu,Tidak ada,Tidak ada,Satu,Tidak ada,Satu,rendah
11829,7100365,Kurikulum Merdeka,Ya,Indonesia Timur,KABUPATEN,RURAL,90.0,5.0,95.0,20.0,4.75,3.0,Ada,Ada,0.0,1.0,3.0,30.0,15.0,15.7894736842105,7100365-276-24,Laki-laki,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SD,SD,"Bekerja mandiri dengan keterampilan khusus (seperti montir bengkel, penjahit, tukang kayu, bertani di ladang sendiri, nelayan dengan kapal sendiri, dll.)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Tidak ada,Tidak ada,Tidak ada,Satu,Tidak ada,Satu,rendah
12801,7100284,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,100.0,61.1111111111111,295.0,18.0,16.38888888888889,12.0,Ada,Ada,12.0,1.0,13.0,98.0,62.0,21.0169491525424,7100284-027-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMA/SMK,SMA/SMK,"Pemilik usaha kecil (seperti pemilik toko kecil, bengkel, warung, pemilik rental mobil, dll.)","Pemilik usaha kecil (seperti pemilik toko kecil, bengkel, warung, pemilik rental mobil, dll.)",Ada,Ada,Tidak ada,Ada,Ada,Ada,Ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Satu,Tidak ada,Satu,Tiga atau lebih,Satu,Tidak ada,cukup
12802,7100284,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,100.0,61.1111111111111,295.0,18.0,16.38888888888889,12.0,Ada,Ada,12.0,1.0,13.0,98.0,62.0,21.0169491525424,7100284-036-24,Perempuan,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SD,SMA/SMK,"Buruh pabrik/tani/tambang, asisten/pembantu rumah tangga, pengemudi/sopir (termasuk taksi online), petugas keamanan, petugas kebersihan, dan karyawan usaha kecil (pelayan toko, mini market, dll)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Tidak ada,Ada,Ada,Tidak ada,Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Satu,Satu,Tidak ada,Tiga atau lebih,Satu,Tidak ada,tinggi
12804,7100284,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,100.0,61.1111111111111,295.0,18.0,16.38888888888889,12.0,Ada,Ada,12.0,1.0,13.0,98.0,62.0,21.0169491525424,7100284-054-24,Laki-laki,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMP,SD,"Buruh pabrik/tani/tambang, asisten/pembantu rumah tangga, pengemudi/sopir (termasuk taksi online), petugas keamanan, petugas kebersihan, dan karyawan usaha kecil (pelayan toko, mini market, dll)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Tidak ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Tidak ada,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Tidak ada,Tidak ada,Tidak ada,Dua,Tidak ada,Tidak ada,cukup
12805,7100284,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,100.0,61.1111111111111,295.0,18.0,16.38888888888889,12.0,Ada,Ada,12.0,1.0,13.0,98.0,62.0,21.0169491525424,7100284-063-24,Laki-laki,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),Sarjana (S1),Tidak Tahu,"Pekerja administratif (seperti sekretaris, tata usaha, receptionist, front office, costumer service) di kantor pemerintah (termasuk PNS), di perusahaan BUMN, dan di perusahaan swasta.","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Ada,Ada,Ada,Ada,Ada,Ada,Ada,Ada,Kira-kira lebih dari 100 buku,Kira-kira lebih dari 100 buku,Kira-kira lebih dari 100 buku,Kira-kira lebih dari 100 buku,Kira-kira lebih dari 100 buku,Tiga atau lebih,Tiga atau lebih,Tiga atau lebih,Tiga atau lebih,Tiga atau lebih,Tiga atau lebih,tinggi
12806,7100284,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,100.0,61.1111111111111,295.0,18.0,16.38888888888889,12.0,Ada,Ada,12.0,1.0,13.0,98.0,62.0,21.0169491525424,7100284-072-24,Laki-laki,Hanya keluarga intiku sendiri (orang tua dan saudara kandungku saja),SMA/SMK,"Diploma (D1, D2, atau D3)","Buruh pabrik/tani/tambang, asisten/pembantu rumah tangga, pengemudi/sopir (termasuk taksi online), petugas keamanan, petugas kebersihan, dan karyawan usaha kecil (pelayan toko, mini market, dll)","Tidak bekerja (termasuk jika sudah meninggal), mengurus rumah tangga (termasuk ibu rumah tangga), atau kerja serabutan (tidak jelas)",Tidak ada,Tidak ada,Ada,Ada,Tidak ada,Ada,Ada,Ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 11-25 buku,Tidak ada,Satu,Satu,Tidak ada,Tidak ada,Tidak ada,Tidak ada,cukup
12807,7100284,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,100.0,61.1111111111111,295.0,18.0,16.38888888888889,12.0,Ada,Ada,12.0,1.0,13.0,98.0,62.0,21.0169491525424,7100284-089-24,Laki-laki,Keluargaku bersama satu keluarga lain,SMA/SMK,SMA/SMK,"Buruh pabrik/tani/tambang, asisten/pembantu rumah tangga, pengemudi/sopir (termasuk taksi online), petugas keamanan, petugas kebersihan, dan karyawan usaha kecil (pelayan toko, mini market, dll)","Pekerja administratif (seperti sekretaris, tata usaha, receptionist, front office, costumer service) di kantor pemerintah (termasuk PNS), di perusahaan BUMN, dan di perusahaan swasta.",Ada,Ada,Ada,Ada,Tidak ada,Tidak ada,Ada,Ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Satu,Satu,Satu,Satu,Satu,Satu,cukup
12808,7100284,Kurikulum Merdeka,Tidak,Indonesia Timur,KOTA,URBAN,100.0,61.1111111111111,295.0,18.0,16.38888888888889,12.0,Ada,Ada,12.0,1.0,13.0,98.0,62.0,21.0169491525424,7100284-098-24,Laki-laki,Keluargaku bersama satu keluarga lain,Tidak Tahu,Tidak Tahu,Tidak tahu.,Tidak tahu.,Ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Ada,Ada,Tidak ada,Tidak ada,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Kira-kira 1-10 buku,Satu,Tidak ada,Tidak ada,Tiga atau lebih,Tidak ada,Satu,cukup
